Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7450,Project: Snowblind,PS2,Action,Eidos Interactive,100000,80000,0,30000,210000
7451,Tony Hawk's Motion,DS,Sports,Activision,190000,0,0,20000,210000
7452,Super Robot Taisen K,DS,Strategy,Namco Bandai Games,0,0,210000,0,210000
7453,Mortal Kombat: Special Forces,PS,Fighting,Midway Games,120000,80000,0,10000,210000
7454,LEGO The Hobbit,PSV,Action,Warner Bros. Interactive Entertainment,30000,130000,0,50000,210000
7455,Rayman Legends,PSV,Platform,Ubisoft,30000,120000,0,50000,210000
7456,Dragon Ball Z: Harukanaru Densetsu,DS,Role-Playing,Namco Bandai Games,190000,0,0,20000,210000
7457,Wacky Races: Crash & Dash,DS,Racing,Eidos Interactive,190000,0,0,10000,210000
7458,I Spy: Castle,DS,Puzzle,Scholastic Inc.,190000,0,0,10000,210000
7459,Shin Megami Tensei: Persona 3 (jp sales),PS2,Role-Playing,Tecmo Koei,0,0,210000,0,210000
7460,Greg Hastings Paintball 2,X360,Shooter,Majesco Entertainment,190000,0,0,10000,210000
7461,Evil Dead: Regeneration,PS2,Action,THQ,100000,80000,0,30000,210000
7462,Dead to Rights: Retribution,X360,Shooter,Namco Bandai Games,110000,80000,0,20000,210000
7463,NCAA March Madness 07,X360,Sports,Electronic Arts,190000,0,0,20000,210000
7464,NHL 2003,XB,Sports,Electronic Arts,150000,40000,0,10000,210000
7465,Marvel Super Hero Squad: Comic Combat,PS3,Action,THQ,110000,70000,0,30000,210000
7466,X-Men: Children of the Atom,SAT,Fighting,Acclaim Entertainment,0,0,210000,0,210000
7467,Barbie Fashion Show: An Eye for Style,DS,Misc,Activision,190000,0,0,20000,210000
7468,Tiger Woods PGA Tour,PSP,Sports,Electronic Arts,190000,0,0,20000,210000
7469,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,Adventure,Sony Computer Entertainment,0,0,190000,10000,210000
7470,NHL 2K3,PS2,Sports,Sega,100000,80000,0,30000,210000
7471,Heisei Kyouiku linkai DS,DS,Misc,Namco Bandai Games,0,0,210000,0,210000
7472,SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,Misc,,150000,50000,0,0,210000
7473,Pro Yaky? Spirits 2010,PS3,Sports,Konami Digital Entertainment,0,0,210000,0,210000
7474,The Naked Brothers Band: The Video Game,Wii,Misc,THQ,190000,0,0,10000,210000
7475,Final Fight One,GBA,Fighting,Ubisoft,90000,30000,80000,0,210000
7476,Rune Factory: Tides of Destiny,Wii,Role-Playing,Marvelous Interactive,140000,0,60000,10000,210000
7477,The Amazing Spider-Man (Console Version),DS,Action,Activision,150000,40000,0,10000,210000
7478,NCAA Football 10,PSP,Sports,Electronic Arts,190000,0,0,20000,210000
7479,Gallop Racer 2003: A New Breed,PS2,Sports,Zoo Digital Publishing,40000,30000,120000,10000,210000
7480,Dawn of Discovery,Wii,Simulation,Ubisoft,130000,60000,0,20000,210000
7481,BeyBlade VForce: Super Tournament Battle,GC,Action,Atari,160000,40000,0,10000,210000
7482,Outlaw Golf 2,XB,Sports,Global Star,150000,40000,0,10000,210000
7483,Little Battlers eXperience: Baku Boost,3DS,Action,Nintendo,0,0,210000,0,210000
7484,Anarchy Reigns,PS3,Action,Sega,100000,30000,60000,20000,210000
7485,CSI: Deadly Intent,X360,Adventure,Ubisoft,100000,80000,0,20000,210000
7486,Defiance,PC,Shooter,Trion Worlds,140000,40000,0,20000,210000
7487,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,Sports,Sega,0,0,210000,0,210000
7488,LEGO Ninjago: Shadow of Ronin,3DS,Action,Warner Bros. Interactive Entertainment,50000,100000,40000,10000,210000
7489,Bugs Bunny & Taz: Time Busters,PS,Adventure,Infogrames,110000,80000,0,10000,210000
7490,Need for Speed Carbon: Own the City,DS,Racing,Electronic Arts,170000,20000,0,20000,210000
7491,Dragon Ball Z: Sagas,GC,Fighting,Atari,160000,40000,0,10000,210000
7492,Kung Fu Rider,PS3,Action,Sony Computer Entertainment,60000,100000,10000,40000,210000
7493,Jikkyou Powerful Pro Yakyuu 2012,PS3,Action,Konami Digital Entertainment,0,0,210000,0,210000
7494,X2: Wolverine's Revenge,XB,Platform,Activision,150000,40000,0,10000,210000
7495,Power Rangers: Wild Force,GBA,Action,THQ,150000,50000,0,0,210000
7496,The Wolf Among Us,PS4,Adventure,Telltale Games,100000,70000,0,30000,210000
7497,Thrillville,PSP,Strategy,Atari,180000,0,0,20000,200000
7498,Battle of Giants: Dinosaurs Strike,Wii,Strategy,Ubisoft,150000,40000,0,20000,200000
7499,Attack on Titan (KOEI),PS4,Action,Tecmo Koei,20000,60000,110000,20000,200000
7500,The King of Fighters '95,NG,Fighting,SNK,0,0,200000,0,200000
7501,Discovery Kids: Pony Paradise,DS,Simulation,505 Games,190000,0,0,10000,200000
7502,Mary-Kate and Ashley: Girls Night Out,GBA,Misc,Acclaim Entertainment,150000,50000,0,0,200000
7503,Cabela's North American Adventures,Wii,Sports,Activision,190000,0,0,10000,200000
7504,Enchanted Arms,PS3,Role-Playing,Ubisoft,170000,10000,0,20000,200000
7505,Beyblade G-Revolution,GBA,Action,Atari,150000,50000,0,0,200000
7506,WWE All Stars,Wii,Fighting,THQ,110000,70000,0,20000,200000
7507,Trade & Battle: Card Hero,GB,Strategy,Nintendo,0,0,200000,0,200000
7508,World Championship Cards,PSP,Misc,Crave Entertainment,190000,0,0,20000,200000
7509,You Don't Know Jack,X360,Misc,THQ,190000,0,0,10000,200000
7510,Chronicles of Mystery: Curse of the Ancient Temple,DS,Adventure,City Interactive,70000,110000,0,20000,200000
7511,NBA Live 15,XOne,Sports,Electronic Arts,170000,20000,0,20000,200000
7512,Capcom Fighting Evolution,PS2,Fighting,Capcom,100000,80000,0,30000,200000
7513,Frogger 3D,3DS,Action,Konami Digital Entertainment,160000,30000,0,10000,200000
7514,SD Gundam GNext,SNES,Strategy,Namco Bandai Games,0,0,200000,0,200000
7515,Backyard NFL Football 2006,PS2,Sports,Atari,100000,80000,0,30000,200000
7516,NASCAR Heat 2002,XB,Racing,Infogrames,150000,40000,0,10000,200000
7517,Planet 51,Wii,Action,Sega,170000,20000,0,20000,200000
7518,Sloane to MacHale no Nazo no Monogatari,DS,Puzzle,Level 5,0,0,200000,0,200000
7519,DarkStar One: Broken Alliance,X360,Simulation,Kalypso Media,110000,80000,0,20000,200000
7520,My Fitness Coach 2: Exercise and Nutrition,Wii,Sports,Black Bean Games,140000,40000,0,20000,200000
7521,Sengoku Basara 2 Heroes,PS2,Action,Capcom,0,0,200000,0,200000
7522,Buzz! The Schools Quiz,PS2,Misc,Sony Computer Entertainment,0,20000,0,190000,200000
7523,Two Worlds II,PC,Role-Playing,Unknown,90000,90000,0,30000,200000
7524,Suikoden Tactics,PS2,Strategy,Konami Digital Entertainment,60000,50000,70000,20000,200000
7525,NCAA March Madness 06,XB,Sports,Electronic Arts,150000,40000,0,10000,200000
7526,Major League Baseball 2K11,PS3,Sports,Take-Two Interactive,150000,30000,0,20000,200000
7527,Mobile Suit Gundam: Crossfire,PS3,Simulation,Namco Bandai Games,60000,0,140000,10000,200000
7528,Phantasy Star Online,DC,Role-Playing,Sega,0,0,200000,0,200000
7529,Crazy Taxi 3: High Roller,XB,Racing,Sega,140000,40000,20000,10000,200000
7530,Dark Messiah of Might and Magic Elements,X360,Role-Playing,Ubisoft,160000,20000,10000,20000,200000
7531,Just Dance 2: Extra Songs,Wii,Misc,Ubisoft,0,170000,0,30000,200000
7532,Midnight Club 3: DUB Edition Remix,XB,Racing,Take-Two Interactive,150000,40000,0,10000,200000
7533,International Superstar Soccer 2000,PS2,Sports,Konami Digital Entertainment,0,0,200000,0,200000
7534,"Warhammer 40,000: Space Marine",PC,Shooter,THQ,90000,90000,0,30000,200000
7535,CandyLand / Chutes & Ladders / Memory,GBA,Misc,Zoo Digital Publishing,150000,50000,0,0,200000
7536,The Bible Game,PS2,Misc,Crave Entertainment,100000,80000,0,30000,200000
7537,Drift King Shutokou Battle '94,SNES,Racing,BPS,0,0,200000,0,200000
7538,Shining Blade,PSP,Role-Playing,Sega,0,0,200000,0,200000
7539,Fairy Fencer F,PS3,Role-Playing,Nippon Ichi Software,50000,50000,90000,20000,200000
7540,Atelier Shallie: Alchemists of the Dusk Sea,PS3,Role-Playing,Tecmo Koei,60000,50000,80000,20000,200000
7541,The Ultimate Red Ball Challenge,Wii,Misc,Mindscape,0,190000,0,10000,200000
7542,PBR: Out of the Chute,PS2,Sports,Crave Entertainment,100000,80000,0,30000,200000
7543,The King of Fighters Collection: The Orochi Saga,PS2,Fighting,Ignition Entertainment,100000,80000,0,30000,200000
7544,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,Sports,Konami Digital Entertainment,0,0,200000,0,200000
7545,Arcana Heart 3,PS3,Fighting,PQube,40000,50000,100000,20000,200000
7546,Tekken 3D: Prime Edition,3DS,Fighting,Nintendo,60000,80000,50000,10000,200000
7547,Deal or No Deal: The Banker is Back!,DS,Misc,Mindscape,0,200000,0,0,200000
7548,Jillian Michaels' Fitness Adventure,X360,Misc,505 Games,170000,20000,0,10000,200000
7549,MLB 10: The Show,PSP,Sports,Sony Computer Entertainment,190000,0,0,20000,200000
7550,State of Decay,XOne,Strategy,Microsoft Game Studios,140000,50000,0,20000,200000
7551,Ashes Cricket 2009,X360,Sports,Codemasters,0,190000,0,10000,200000
7552,Saturday Night Speedway,PS2,Racing,Play It,100000,80000,0,30000,200000
7553,Bratz: Rock Angelz,GC,Misc,THQ,160000,40000,0,10000,200000
7554,Langrisser III,SAT,Strategy,NCS,0,0,200000,0,200000
7555,Samurai Spirits (CD),NG,Fighting,SNK,0,0,200000,0,200000
7556,MLB SlugFest 20-03,XB,Sports,Midway Games,150000,40000,0,10000,200000
7557,Dragon Ball: Revenge of King Piccolo,Wii,Action,Namco Bandai Games,130000,30000,30000,20000,200000
7558,Spectrobes: Origins,Wii,Role-Playing,Disney Interactive Studios,160000,20000,0,20000,200000
7559,Earth Defense Force: Insect Armageddon,PS3,Shooter,D3Publisher,60000,40000,80000,20000,200000
7560,Pitfall: The Lost Expedition,PS2,Platform,Activision,100000,80000,0,30000,200000
7561,Marvel: Ultimate Alliance 2,DS,Role-Playing,Activision,160000,30000,0,20000,200000
7562,From TV Animation One Piece: Grand Battle! 3,GC,Fighting,Namco Bandai Games,0,0,200000,10000,200000
7563,Assassin's Creed Syndicate,PC,Action,Ubisoft,100000,80000,0,20000,200000
7564,Rocket Power: Zero Gravity Zone,GBA,Sports,THQ,140000,50000,0,0,200000
7565,Le Mans 24 Hours,PS2,Racing,Infogrames,90000,70000,20000,20000,200000
7566,XCOM 2,PC,Strategy,Take-Two Interactive,90000,100000,0,20000,200000
7567,International Cricket 2010,PS3,Sports,Codemasters,0,150000,0,50000,200000
7568,ESPN MLB Baseball,PS2,Sports,Sega,100000,80000,0,30000,200000
7569,Neighborhood Games,Wii,Misc,THQ,170000,20000,0,10000,200000
7570,All Star Pro-Wrestling,PS2,Fighting,SquareSoft,0,0,200000,0,200000
7571,Way of the Samurai 4,PS3,Action,Nippon Ichi Software,0,30000,160000,10000,200000
7572,Clive Barker's Jericho,PS3,Shooter,Codemasters,170000,10000,0,20000,200000
7573,Harvest Moon: More Friends of Mineral Town,GBA,Simulation,Ubisoft,140000,50000,0,0,200000
7574,Captain America: Super Soldier,PS3,Action,Sega,100000,70000,0,30000,200000
7575,MLB 12: The Show,PSV,Sports,Sony Computer Entertainment,180000,0,0,20000,200000
7576,The Fairly Odd Parents: Shadow Showdown,GC,Platform,THQ,160000,40000,0,10000,200000
7577,NHL 17,PS4,Sports,Electronic Arts,130000,40000,0,40000,200000
7578,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,Shooter,Namco Bandai Games,0,0,200000,0,200000
7579,Camping Mama: Outdoor Adventures,DS,Simulation,505 Games,130000,60000,0,20000,200000
7580,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,Action,Sega,0,0,200000,0,200000
7581,NBA 2K2,XB,Sports,Sega,150000,40000,0,10000,200000
7582,X2: Wolverine's Revenge,GBA,Platform,Activision,140000,50000,0,0,200000
7583,7th Dragon 2020,PSP,Role-Playing,Sega,0,0,200000,0,200000
7584,Cars,XB,Racing,THQ,150000,40000,0,10000,200000
7585,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,Misc,Namco Bandai Games,0,0,200000,0,200000
7586,Imagine: Babyz Fashion,DS,Simulation,Ubisoft,190000,0,0,10000,200000
7587,Spy Hunter,GC,Racing,Midway Games,160000,40000,0,10000,200000
7588,Warriors Orochi,PSP,Action,Tecmo Koei,20000,0,180000,0,200000
7589,Dead to Rights II,PS2,Shooter,Electronic Arts,100000,80000,0,30000,200000
7590,Super Dodge Ball Advance,GBA,Sports,Ubisoft,140000,50000,0,0,200000
7591,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,Role-Playing,ArtDink,60000,40000,90000,10000,200000
7592,Ridge Racer 6,X360,Racing,Namco Bandai Games,100000,20000,70000,10000,200000
7593,Angry Birds Star Wars,PS4,Strategy,Activision,100000,80000,0,30000,200000
7594,"Ni Hao, Kai-lan: New Year's Celebration",DS,Misc,Take-Two Interactive,190000,0,0,10000,200000
7595,Press Your Luck 2010 Edition,DS,Misc,Ubisoft,190000,0,0,10000,200000
7596,Treasure World,DS,Simulation,Aspyr,190000,0,0,10000,200000
7597,Front Mission Evolved,X360,Shooter,Square Enix,100000,70000,20000,20000,200000
7598,Body and Brain Connection,X360,Misc,Namco Bandai Games,100000,80000,0,20000,200000
7599,MDK,PS,Shooter,Interplay,110000,80000,0,10000,200000
7600,Monster Jam,X360,Racing,Activision,180000,0,0,20000,200000
7601,Afro Samurai,PS3,Action,Atari,120000,50000,0,30000,200000
7602,Rock Band Track Pack: Classic Rock,PS2,Misc,MTV Games,100000,80000,0,30000,200000
7603,Zone of the Enders HD Collection,X360,Simulation,Konami Digital Entertainment,140000,40000,10000,20000,200000
7604,Ty the Tasmanian Tiger 2: Bush Rescue,GC,Platform,Electronic Arts,150000,40000,0,10000,200000
7605,Speed Punks,PS,Racing,Sony Computer Entertainment,110000,80000,0,10000,200000
7606,The Legend of Heroes VII: The Trail of Blue,PSP,Role-Playing,Falcom Corporation,0,0,200000,0,200000
7607,No More Heroes: Heroes' Paradise,PS3,Action,Konami Digital Entertainment,100000,40000,40000,20000,200000
7608,Mahjongg Mysteries: Ancient Egypt,DS,Puzzle,Avanquest,70000,110000,0,20000,200000
7609,Saints Row IV,XOne,Action,Deep Silver,100000,90000,0,20000,200000
7610,Injustice: Gods Among Us,WiiU,Fighting,Warner Bros. Interactive Entertainment,100000,80000,0,20000,200000
7611,MVP Baseball 2003,XB,Sports,Electronic Arts,150000,40000,0,10000,200000
7612,CSI: Unsolved!,DS,Adventure,Ubisoft,130000,60000,0,20000,200000
7613,Star Wars: Battlefront,PC,Shooter,LucasArts,60000,120000,0,20000,200000
7614,NCAA Final Four 2004,PS2,Sports,Sony Computer Entertainment,100000,80000,0,30000,200000
7615,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,Action,Disney Interactive Studios,150000,40000,0,10000,200000
7616,Tigger's Honey Hunt,N64,Platform,Ubisoft,160000,40000,0,0,200000
7617,Famista 64,N64,Sports,Namco Bandai Games,0,0,170000,30000,200000
7618,Roadsters 99,N64,Racing,Titus,60000,130000,0,10000,200000
7619,Magical Tetris Challenge,N64,Puzzle,Activision,130000,20000,50000,0,200000
7620,Twisted Edge Extreme Snowboarding,N64,Sports,Kemco,160000,40000,0,0,200000
7621,Disney's Tarzan,N64,Platform,Activision,160000,40000,0,0,200000
7622,South Park Rally,N64,Racing,Acclaim Entertainment,160000,40000,0,0,200000
7623,Body Harvest,N64,Shooter,Gremlin Interactive Ltd,160000,40000,0,0,200000
7624,San Francisco Rush 2049,N64,Racing,Midway Games,160000,40000,0,0,200000
7625,Super Robot Taisen 64,N64,Strategy,Banpresto,0,0,200000,0,200000
7626,Snowboard Kids,N64,Sports,Atlus,160000,40000,0,0,200000
7627,NBA 07,PSP,Sports,Sony Computer Entertainment,180000,0,0,20000,200000
7628,IHRA Drag Racing 2004,XB,Racing,Bethesda Softworks,150000,40000,0,10000,200000
7629,Shining Hearts,PSP,Role-Playing,Sega,0,0,200000,0,200000
7630,Magical ZhuZhu Princess: Carriages & Castles,DS,Simulation,Activision,140000,40000,0,20000,200000
7631,Code of Princess,3DS,Action,Agatsuma Entertainment,160000,0,30000,10000,200000
7632,Tomb Raider: Underworld,DS,Action,Eidos Interactive,160000,30000,0,20000,200000
7633,The Con,PSP,Fighting,Sony Computer Entertainment,180000,0,0,20000,200000
7634,Tony Hawk's Pro Skater 5,PS4,Sports,Activision,90000,80000,0,30000,200000
7635,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,Misc,Sammy Corporation,0,0,200000,0,200000
7636,Namco Museum: 50th Anniversary,GBA,Misc,Namco Bandai Games,140000,50000,0,0,200000
7637,Ford Racing Off Road,PS2,Racing,Xplosiv,100000,80000,0,30000,200000
7638,The Witch and the Hundred Knight,PS3,Role-Playing,Nippon Ichi Software,60000,20000,100000,10000,200000
7639,Nobunaga no Yabou: Reppuuden,PS,Strategy,Tecmo Koei,0,0,190000,10000,200000
7640,Hot Wheels: Track Attack,Wii,Racing,THQ,150000,40000,0,10000,200000
7641,Schlag den Raab,Wii,Misc,Namco Bandai Games,0,170000,0,30000,200000
7642,UFC Personal Trainer: The Ultimate Fitness System,PS3,Sports,THQ,80000,90000,0,40000,200000
7643,Total War: Shogun 2 - Fall of the Samurai,PC,Strategy,Sega,70000,100000,0,30000,200000
7644,The BIGS 2,PS2,Sports,Take-Two Interactive,100000,80000,0,30000,200000
7645,Mat Hoffman's Pro BMX 2,XB,Sports,Activision,150000,40000,0,10000,200000
7646,Treasure Hunter G,SNES,Role-Playing,SquareSoft,0,0,200000,0,200000
7647,Untold Legends: Dark Kingdom,PS3,Role-Playing,Electronic Arts,140000,20000,20000,20000,200000
7648,From Russia With Love,XB,Action,Electronic Arts,150000,40000,0,10000,200000
7649,Wing Arms,SAT,Shooter,Sega,0,0,200000,0,200000
7650,Dead Space 3,PC,Action,Electronic Arts,20000,150000,0,20000,200000
7651,Pro Yaky? Spirits 2013,PS3,Sports,Konami Digital Entertainment,0,0,200000,0,200000
7652,We Wish You A Merry Christmas,Wii,Action,Destineer,140000,40000,0,20000,200000
7653,BioShock The Collection,PS4,Shooter,Take-Two Interactive,50000,110000,10000,30000,200000
7654,DanceDanceRevolution,PS3,Simulation,Konami Digital Entertainment,120000,50000,0,20000,200000
7655,Cabela's Big Game Hunter (2008),PS2,Sports,Activision Value,100000,80000,0,30000,200000
7656,Grandia II,DC,Role-Playing,Ubisoft,0,0,200000,0,200000
7657,Namco Museum Vol.4,PS,Misc,Sony Computer Entertainment,20000,10000,160000,10000,200000
7658,The Cheetah Girls: Passport to Stardom,DS,Misc,Disney Interactive Studios,180000,0,0,10000,200000
7659,UFC Personal Trainer: The Ultimate Fitness System,Wii,Sports,THQ,120000,60000,0,20000,200000
7660,How to Train Your Dragon 2,X360,Adventure,Little Orbit,50000,130000,0,20000,200000
7661,Shark Tale,XB,Action,Activision,150000,40000,0,10000,200000
7662,NFL Street 2,GC,Sports,Electronic Arts,150000,40000,0,10000,200000
7663,Pro Yaky? Spirits 2013,PSP,Sports,Konami Digital Entertainment,0,0,200000,0,200000
7664,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,Action,Konami Digital Entertainment,100000,80000,0,30000,200000
7665,My Secret World by Imagine,DS,Misc,Ubisoft,0,200000,0,0,200000
7666,Soldier of Fortune: Payback,X360,Shooter,Activision,180000,10000,0,10000,200000
7667,Ridge Racer,PSV,Racing,Namco Bandai Games,40000,80000,50000,30000,200000
7668,Bleach: The 3rd Phantom,DS,Role-Playing,Sega,100000,20000,70000,10000,200000
7669,Gladius,PS2,Strategy,Activision,100000,80000,0,30000,200000
7670,Family Feud: 2012 Edition,Wii,Misc,Ubisoft,190000,0,0,10000,200000
7671,Dave Mirra Freestyle BMX 2,XB,Sports,Acclaim Entertainment,150000,40000,0,10000,200000
7672,Spore Hero Arena,DS,Simulation,Electronic Arts,180000,0,0,10000,200000
7673,Pro Yaky? Spirits 2012,PSP,Sports,Konami Digital Entertainment,0,0,200000,0,200000
7674,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,Action,GungHo,0,0,200000,0,200000
7675,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,Platform,THQ,150000,40000,0,10000,200000
7676,Record of Agarest War,X360,Role-Playing,Compile Heart,180000,0,10000,10000,200000
7677,Baja: Edge of Control,X360,Racing,THQ,120000,60000,0,20000,200000
7678,Sid Meier's Pirates!,PSP,Strategy,Take-Two Interactive,160000,10000,0,20000,200000
7679,Taiko no Tatsujin: Go! Go! Godaime,PS2,Misc,Namco Bandai Games,0,0,200000,0,200000
7680,Taiko Drum Master,PS2,Misc,Namco Bandai Games,100000,80000,0,30000,200000
7681,High School Musical 3: Senior Year DANCE!,X360,Misc,Disney Interactive Studios,180000,0,0,10000,200000
7682,Harry Potter and the Goblet of Fire,PSP,Action,Electronic Arts,170000,10000,0,20000,200000
7683,Bust-A-Move 2 Arcade Edition,PS,Puzzle,Acclaim Entertainment,110000,70000,0,10000,200000
7684,South Park: The Stick of Truth,PC,Role-Playing,Ubisoft,70000,100000,0,20000,200000
7685,Tom Clancy's Splinter Cell: Essentials,PSP,Shooter,Ubisoft,170000,10000,0,20000,200000
7686,Tetris Worlds (Online Edition),XB,Puzzle,THQ,150000,40000,0,10000,200000
7687,Armored Core 4,PS3,Simulation,505 Games,90000,0,90000,10000,200000
7688,Sleeping Dogs,XOne,Action,Square Enix,100000,90000,0,20000,200000
7689,Forgotten Realms: Demon Stone,PS2,Action,Atari,100000,80000,0,30000,200000
7690,Super Baseball Simulator 1.000,SNES,Sports,Culture Brain,0,0,200000,0,200000
7691,Barbie Horse Adventures: Riding Camp,Wii,Sports,Activision,180000,0,0,10000,200000
7692,Resident Evil: Revelations,WiiU,Action,Capcom,70000,80000,30000,10000,200000
7693,Go Play: Lumberjacks,Wii,Simulation,Majesco Entertainment,180000,0,0,10000,200000
7694,Looney Tunes: Space Race,PS2,Racing,Infogrames,100000,80000,0,30000,200000
7695,Puzzle Challenge: Crosswords and More!,PSP,Puzzle,Crave Entertainment,180000,0,0,10000,200000
7696,NASCAR Unleashed,Wii,Racing,Activision,180000,0,0,10000,200000
7697,Backyard Hockey,GBA,Sports,Atari,140000,50000,0,0,200000
7698,Playboy: The Mansion,PS2,Simulation,Ubisoft,100000,80000,0,30000,200000
7699,Jikkyou Powerful Pro Yakyuu 2010,PSP,Sports,Konami Digital Entertainment,0,0,200000,0,200000
7700,Shiren the Wanderer,Wii,Role-Playing,Sega,80000,0,110000,10000,200000
7701,Ore no Shikabane o Koete Yuke,PSP,Role-Playing,Sony Computer Entertainment,0,0,200000,0,200000
7702,Shaman King: Spirit of Shamans,PS,Action,Namco Bandai Games,0,0,180000,10000,200000
7703,Tiger Woods PGA Tour 06,PSP,Sports,Electronic Arts,180000,0,0,10000,200000
7704,Conan,X360,Action,THQ,160000,20000,0,20000,200000
7705,Ratatouille,GBA,Action,THQ,140000,50000,0,0,200000
7706,The Fairly Odd Parents: Enter the Cleft,GBA,Platform,THQ,140000,50000,0,0,200000
7707,Warriors Orochi,X360,Action,Tecmo Koei,170000,10000,0,20000,200000
7708,MC Groovz Dance Craze,GC,Misc,Mad Catz,150000,40000,0,10000,200000
7709,The Thing,XB,Adventure,Vivendi Games,150000,40000,0,10000,200000
7710,Tom and Jerry in House Trap,PS,Action,Ubisoft,110000,70000,0,10000,200000
7711,Power Rangers: Time Force,GBA,Action,THQ,140000,50000,0,0,200000
7712,101-in-1 Explosive Megamix,DS,Puzzle,Nordcurrent,50000,130000,0,20000,200000
7713,X-Men Origins: Wolverine,DS,Action,Activision,150000,30000,0,20000,200000
7714,Jikkyou Powerful Pro Yakyuu 2011,PSP,Sports,Konami Digital Entertainment,0,0,200000,0,200000
7715,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,Misc,Shogakukan,0,0,200000,0,200000
7716,Baldur's Gate: Dark Alliance,XB,Role-Playing,Virgin Interactive,150000,40000,0,10000,200000
7717,Family Guy,PSP,Action,Take-Two Interactive,180000,0,0,20000,200000
7718,Prince of Persia: Warrior Within,GC,Action,Ubisoft,150000,40000,0,10000,200000
7719,UFC: Tapout,XB,Fighting,Crave Entertainment,140000,50000,0,10000,200000
7720,Aikatsu! Cinderella Lesson,3DS,Role-Playing,Namco Bandai Games,0,0,200000,0,200000
7721,Marvel Super Hero Squad: Comic Combat,Wii,Action,THQ,150000,30000,0,10000,200000
7722,Test Drive Unlimited 2,PC,Racing,Atari,50000,110000,0,30000,200000
7723,Mega Man Legacy Collection,3DS,Platform,Capcom,130000,0,50000,20000,200000
7724,Predator: Concrete Jungle,PS2,Action,Vivendi Games,100000,70000,0,30000,200000
7725,Beyblade: Metal Fusion - Battle Fortress,Wii,Action,Konami Digital Entertainment,150000,0,30000,10000,200000
7726,WipeOut 3 The Game,3DS,Action,Activision,180000,0,0,10000,200000
7727,Big Mutha Truckers 2,PS2,Racing,Xplosiv,100000,70000,0,30000,200000
7728,Shutter Island,PC,Adventure,Merscom LLC,0,170000,0,30000,200000
7729,The Naked Brothers Band: The Video Game,DS,Misc,THQ,180000,0,0,10000,200000
7730,Demon Gaze,PSV,Role-Playing,Nippon Ichi Software,60000,30000,80000,20000,200000
7731,Zombie Army Trilogy,PS4,Shooter,Rebellion Developments,40000,120000,0,30000,200000
7732,NHL FaceOff 2001,PS2,Sports,Sony Computer Entertainment,100000,70000,0,20000,200000
7733,Mana Khemia 2: Fall of Alchemy,PS2,Role-Playing,Gust,70000,50000,50000,20000,200000
7734,The Great Escape,PS2,Action,SCi,100000,70000,0,20000,200000
7735,Dexter's Lab Chess Challenge,GBA,Misc,BAM! Entertainment,140000,50000,0,0,200000
7736,Nostalgia,DS,Role-Playing,Tecmo Koei,160000,0,20000,10000,190000
7737,DiRT Showdown,PS3,Racing,Codemasters,20000,130000,0,40000,190000
7738,Iron Chef America: Supreme Cuisine,DS,Simulation,Destineer,180000,0,0,10000,190000
7739,Arcade Shooting Gallery,Wii,Shooter,Zoo Games,180000,0,0,10000,190000
7740,The Rise of the Argonauts,PS3,Role-Playing,Codemasters,50000,120000,0,30000,190000
7741,Big Mutha Truckers,XB,Racing,Empire Interactive,150000,40000,0,10000,190000
7742,ESA Foundation Compilation,PS2,Misc,Sony Computer Entertainment,100000,70000,0,20000,190000
7743,The Hobbit,GBA,Platform,Vivendi Games,140000,50000,0,0,190000
7744,The King of Fighters XI,PS2,Fighting,Ignition Entertainment,70000,60000,40000,20000,190000
7745,Ninja Gaiden 3,WiiU,Action,Nintendo,150000,30000,0,20000,190000
7746,Metro: Last Light,PC,Action,Deep Silver,60000,110000,0,20000,190000
7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,Fighting,Namco Bandai Games,0,0,180000,10000,190000
7748,Silent Hill HD Collection,X360,Action,Konami Digital Entertainment,110000,60000,10000,20000,190000
7749,Bound By Flame,PS4,Role-Playing,Focus Home Interactive,70000,80000,0,40000,190000
7750,Conflict: Denied Ops,X360,Shooter,Eidos Interactive,80000,90000,0,20000,190000
7751,Saw II: Flesh & Blood,PS3,Action,Konami Digital Entertainment,100000,70000,0,30000,190000
7752,Ice Age: Dawn of the Dinosaurs,PS3,Action,Activision,130000,40000,0,20000,190000
